year,pft7_hydraulic,pft7_cstarvation,pft7_fire,pft9_hydraulic,pft9_cstarvation,pft9_fire,pft10_hydraulic,pft10_cstarvation,pft10_fire
1925.75,0,2.8830013,0,0,2.6743382,0,0,0.0058778021,0
1925.8333,0,3.1478226,0,0,2.1126852,0,0,0.0036738663,0
1925.9167,0,3.5076809,0,0,1.8368985,0,0,0.0027699261,0
1926,0,2.4429603,0,0,1.7026203,0,0,0.0025476495,0
1926.0833,86.431699,3.0370976,0,251.20856,1.6304699,0,43.912396,0.0024334316,0
1926.1667,99.684285,8.730286,0,287.92334,1.537464,0,46.205989,0.0022098784,0
1926.25,98.349396,21.265924,0,282.30663,1.4469758,0,41.142499,0.0019986527,0
1926.3333,15.726911,28.688237,0,45.009629,1.3749024,0,6.1996861,0.0018636007,0
1926.4167,0,7.5902597,0,0,4.5704586,0,0,0.0055518939,0
1926.5,0,0.87113105,0,0,6.5379191,0,0,0.0075191478,0
1926.5833,0,0.84194577,0,0,5.9637902,0,0,0.0064370165,0
1926.6667,0,0.75956824,0,0,5.2956944,0,0,0.00567855,0
1926.75,0,1.2610214,0,0,4.7449663,0,0,0.0042624174,0
1926.8333,0,2.345579,0,0,4.0698015,0,0,0.002564205,0
1926.9167,21.221375,4.3991607,0,60.445546,3.9270874,0,13.362882,0.0024722538,0
1927,0,0.55083937,0,0,3.5584151,0,0,0.0022064922,0
1927.0833,103.31564,4.4865143,0,294.56229,3.4241819,0,62.241626,0.0020901333,0
1927.1667,105.8053,13.578356,0,299.71756,3.2493239,0,57.937622,0.0018928451,0
1927.25,104.40031,25.300332,0,293.82084,3.0778043,0,51.660228,0.0017080585,0
1927.3333,86.468343,37.568909,0,241.97141,2.917182,0,38.956553,0.0015430231,0
1927.4167,0,36.834966,0,0,7.5078782,0,0,0.0038545713,0
1927.5,0,34.372128,0,0,8.7400605,0,0,0.0046337206,0
1927.5833,0,30.738545,0,0,7.9399682,0,0,0.0042607643,0
1927.6667,0,31.752086,0,0,7.1956382,0,0,0.0039137562,0
1927.75,0,34.081266,0,0,5.5356552,0,0,0.0020137493,0
1927.8333,0,43.948878,0,0,5.262335,0,0,0.0018503251,0
1927.9167,0,54.107934,0,0,5.0712513,0,0,0.0018050386,0
1928,0,46.386966,0,0,4.6623485,0,0,0.0016847175,0
1928.0833,0,56.22937,0,0,4.5096647,0,0,0.00164772,0
1928.1667,0,64.70668,0,0,4.3627968,0,0,0.0016116116,0
1928.25,74.551282,75.294391,0,211.93921,4.1903999,0,40.576694,0.0015445748,0
1928.3333,13.650344,77.792651,0,38.740109,3.9919681,0,7.1258833,0.0014395713,0
1928.4167,0,45.238653,0,0,8.1513198,0,0,0.0043440896,0
1928.5,0,34.272134,0,0,8.7297416,0,0,0.0041386839,0
1928.5833,0,33.158847,0,0,7.9313089,0,0,0.0035713552,0
