year,sminp_gPm2,labilep_gPm2,secondp_gPm2,occlp_gPm2,primp_gPm2,litr1p_gPm2,litr2p_gPm2,litr3p_gPm2,vegp_gPm2,storep_gPm2,totsomp_gPm2,p_uptake_gPm2yr,p_efflux_gPm2yr,sminp_leached_gPm2yr,total_inorganic_gPm2,total_ecosystem_gPm2
1909,122.91013,0.18454841,122.56714,0.61157411,0.031508259,211.21039,455.81464,224.57997,0.89924687,0.38536105,123.88084,0.52404022,0.46881893,1.6574428e-09,246.3049,1263.0754
1909.0833,122.88463,0.18466435,122.54142,0.61169457,0.031508479,211.12393,455.66431,224.50674,0.86588067,0.37491977,123.87469,0.52755338,0.4695231,1.671242e-09,246.25392,1262.6643
1909.1667,122.85909,0.18476769,122.51569,0.61181509,0.031508695,211.03902,455.51614,224.43457,0.8312732,0.365576,123.86854,0.52198458,0.46333036,1.6809076e-09,246.20288,1262.258
1909.25,122.83263,0.18483223,122.48911,0.61193961,0.031508919,210.95578,455.37238,224.36464,0.79480112,0.34280393,123.8622,0.53512913,0.47435349,1.6836104e-09,246.15001,1261.8426
1909.3333,122.80591,0.18475477,122.46253,0.61206412,0.031509142,210.89238,455.27527,224.31789,0.76435292,0.32261065,123.85588,0.58852226,0.5009076,1.6634411e-09,246.09676,1261.5251
1909.4167,122.77913,0.18464483,122.43596,0.61218864,0.031509366,211.12863,455.80209,224.57939,0.76350647,0.31330732,123.84953,0.62478936,0.29523662,1.1334972e-09,246.04343,1262.4799
1909.5,122.75214,0.18441883,122.40939,0.61231309,0.031509589,211.60388,456.80032,225.06349,0.79428363,0.29869193,123.84301,0.45034665,0.091455191,8.506249e-10,245.98978,1264.3934
1909.5833,122.72466,0.18415457,122.38239,0.61243957,0.031509817,212.08447,457.78082,225.54964,0.82711011,0.28895807,123.83648,0.39547622,0.078102037,7.4570289e-10,245.93515,1266.3026
1909.6667,122.6982,0.18420859,122.35583,0.61256397,0.03151004,212.46504,458.55594,225.93423,0.84573525,0.30558059,123.83003,0.39191902,0.096181013,7.0295764e-10,245.88232,1267.8189
1909.75,122.67185,0.18431459,122.32928,0.61268836,0.031510264,212.58733,458.80042,226.05621,0.84833592,0.33469018,123.82359,0.38542074,0.30041778,9.1515545e-10,245.82964,1268.2802
1909.8333,122.64562,0.18448816,122.30273,0.6128127,0.031510487,212.56081,458.73953,226.02693,0.8510133,0.34055248,123.81712,0.37858066,0.34652305,1.1362226e-09,245.77716,1268.1132
